time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-01-04,12.2,,19.0,0.0,,,,,,
2020-01-05,,,,,,,,,,
2020-01-06,,,,,,,,,,
2020-01-07,,,,,,,,,,
2020-01-08,,,,,,,,,,
2020-01-09,,,,,,,,,,
2020-01-10,,,,,,,,,,
2020-01-11,,,,,,,,,,
2020-01-12,14.9,9.5,,0.0,,,,,,
2020-01-13,11.5,,16.5,3.0,,,,,,
2020-01-14,10.7,5.7,,39.9,,,,,,
2020-01-15,10.8,6.7,,0.0,,,,,,
2020-01-16,,,,,,,,,,
2020-01-17,,,,,,,,,,
2020-01-18,,,,,,,,,,
2020-01-19,,,,,,,,,,
2020-01-20,,,,,,,,,,
2020-01-21,11.0,,,0.5,,,,,,
2020-01-22,11.6,6.2,,0.0,,,,,,
2020-01-23,,,,,,,,,,
2020-01-24,,,,,,,,,,
2020-01-25,,,,,,,,,,
2020-01-26,13.1,7.7,21.3,0.0,,,,,,
2020-01-27,,,,,,,,,,
2020-01-28,11.8,,13.1,2.0,,,,,,
2020-01-29,11.4,,,22.1,,,,,,
2020-01-30,11.2,5.9,,0.0,,,,,,
2020-01-31,,,,,,,,,,
2020-02-01,,,,,,,,,,
2020-02-02,,,,,,,,,,
2020-02-03,,,,,,,,,,
2020-02-04,,,,,,,,,,
2020-02-05,,,,,,,,,,
2020-02-06,,,,,,,,,,
2020-02-07,,,,,,,,,,
2020-02-08,,,,,,,,,,
2020-02-09,,,,,,,,,,
2020-02-10,,,,,,,,,,
2020-02-11,,,,,,,,,,
2020-02-12,,,,,,,,,,
2020-02-13,18.5,,,2.0,,,,,,
2020-02-14,15.9,10.2,,0.0,,,,,,
2020-02-15,,,,,,,,,,
2020-02-16,,,,,,,,,,
2020-02-17,,,,,,,,,,
2020-02-18,,,,,,,,,,
2020-02-19,,,,,,,,,,
2020-02-20,17.8,,,0.5,,,,,,
2020-02-21,16.5,11.7,,13.0,,,,,,
2020-02-22,16.8,10.9,,0.0,,,,,,
2020-02-23,,,,,,,,,,
2020-02-24,,,,,,,,,,
2020-02-25,,,,,,,,,,
2020-02-26,,,,,,,,,,
2020-02-27,,,,,,,,,,
2020-02-28,,,,,,,,,,
2020-02-29,17.3,13.1,,20.1,,,,,,
2020-03-01,18.3,12.1,,4.1,,,,,,
2020-03-02,18.1,12.2,,0.0,,,,,,
2020-03-03,,,,,,,,,,
2020-03-04,,,,,,,,,,
2020-03-05,15.2,,,21.1,,,,,,
2020-03-06,13.3,11.8,,15.0,,,,,,
2020-03-07,13.5,11.0,,18.0,,,,,,
2020-03-08,17.6,11.9,,2.0,,,,,,
2020-03-09,16.1,9.4,,0.0,,,,,,
2020-03-10,,,,,,,,,,
2020-03-11,,,,,,,,,,
2020-03-12,15.6,,,25.9,,,,,,
2020-03-13,16.5,10.7,24.2,14.0,,,,,,
2020-03-14,14.8,,,9.9,,,,,,
2020-03-15,17.0,9.9,,11.9,,,,,,
2020-03-16,18.0,11.0,24.8,0.0,,,,,,
2020-03-17,,,,,,,,,,
2020-03-18,,,,,,,,,,
2020-03-19,,,,,,,,,,
2020-03-20,,,,,,,,,,
2020-03-21,,,,,,,,,,
2020-03-22,20.5,13.4,,0.5,,,,,,
2020-03-23,21.8,15.9,,0.0,,,,,,
2020-03-24,17.9,,,1.0,,,,,,
2020-03-25,19.0,13.8,,7.1,,,,,,
2020-03-26,21.5,14.4,,0.0,,,,,,
2020-03-27,17.0,,,5.1,,,,,,
2020-03-28,19.1,15.0,,66.0,,,,,,
2020-03-29,19.8,12.8,,0.0,,,,,,
2020-03-30,,,,,,,,,,
2020-03-31,20.5,,,0.0,,,,,,
2020-04-01,21.1,13.7,,1.0,,,,,,
2020-04-02,20.6,,,0.0,,,,,,
2020-04-03,,,,,,,,,,
2020-04-04,,,,,,,,,,
2020-04-05,,,,,,,,,,
2020-04-06,22.6,15.0,,34.0,,,,,,
2020-04-07,20.3,,25.7,0.0,,,,,,
2020-04-08,22.4,14.5,,0.3,,,,,,
2020-04-09,22.8,16.0,,0.0,,,,,,
2020-04-10,,,,,,,,,,
2020-04-11,,,,,,,,,,
2020-04-12,,,,,,,,,,
2020-04-13,,,,,,,,,,
2020-04-14,,,,,,,,,,
2020-04-15,,,,,,,,,,
2020-04-16,,,,,,,,,,
2020-04-17,,,,,,,,,,
2020-04-18,22.9,16.2,29.4,16.0,,,,,,
2020-04-19,26.1,18.2,,0.0,,,,,,
2020-04-20,,,,,,,,,,
2020-04-21,,,,,,,,,,
2020-04-22,,,,,,,,,,
2020-04-23,,,,,,,,,,
2020-04-24,,,,,,,,,,
2020-04-25,,,,,,,,,,
2020-04-26,24.8,20.0,,2.0,,,,,,
2020-04-27,23.5,,,0.5,,,,,,
2020-04-28,25.8,19.4,,0.5,,,,,,
2020-04-29,27.6,20.2,,0.0,,,,,,
2020-04-30,,,,,,,,,,
2020-05-01,,,,,,,,,,
2020-05-02,,,,,,,,,,
2020-05-03,,,,,,,,,,
2020-05-04,,,,,,,,,,
2020-05-05,,,,,,,,,,
2020-05-06,,,,,,,,,,
2020-05-07,,,,,,,,,,
2020-05-08,,,,,,,,,,
2020-05-09,,,,,,,,,,
2020-05-10,26.9,19.2,,16.0,,,,,,
2020-05-11,27.9,21.8,,0.0,,,,,,
2020-05-12,,,,,,,,,,
2020-05-13,,,,,,,,,,
2020-05-14,,,,,,,,,,
2020-05-15,,,,,,,,,,
2020-05-16,,,,,,,,,,
2020-05-17,,,,,,,,,,
2020-05-18,,,,,,,,,,
2020-05-19,,,,,,,,,,
2020-05-20,,,,,,,,,,
2020-05-21,,,,,,,,,,
2020-05-22,,,,,,,,,,
2020-05-23,,,,,,,,,,
2020-05-24,,,,,,,,,,
2020-05-25,,,,,,,,,,
2020-05-26,,,,,,,,,,
2020-05-27,,,,,,,,,,
2020-05-28,,,,,,,,,,
2020-05-29,,,,,,,,,,
2020-05-30,,,,,,,,,,
2020-05-31,,,,,,,,,,
2020-06-01,,,,,,,,,,
2020-06-02,,,,,,,,,,
2020-06-03,,,,,,,,,,
2020-06-04,,,,,,,,,,
2020-06-05,,,,,,,,,,
2020-06-06,24.2,21.4,,21.1,,,,,,
2020-06-07,28.0,22.8,,1.0,,,,,,
2020-06-08,30.0,24.2,,0.0,,,,,,
2020-06-09,,,,,,,,,,
2020-06-10,,,,,,,,,,
2020-06-11,29.6,24.9,,0.0,,,,,,
2020-06-12,30.4,25.0,,0.3,,,,,,
2020-06-13,29.7,24.9,,1.0,,,,,,
2020-06-14,31.9,24.4,,0.5,,,,,,
2020-06-15,33.2,25.6,40.8,0.0,,,,,,
2020-06-16,,,,,,,,,,
2020-06-17,,,,,,,,,,
2020-06-18,,,,,,,,,,
2020-06-19,,,,,,,,,,
2020-06-20,,,,,,,,,,
2020-06-21,,,,,,,,,,
2020-06-22,32.9,27.7,,0.0,,,,,,
2020-06-23,,,,,,,,,,
2020-06-24,30.1,23.8,,32.0,,,,,,
2020-06-25,30.4,27.4,,0.0,,,,,,
2020-06-26,,,,,,,,,,
2020-06-27,,,,,,,,,,
2020-06-28,,,,,,,,,,
2020-06-29,28.5,22.1,,35.1,,,,,,
2020-06-30,31.1,25.4,,0.0,,,,,,
2020-07-01,,,,,,,,,,
2020-07-02,,,,,,,,,,
2020-07-03,,,,,,,,,,
2020-07-04,,,,,,,,,,
2020-07-05,,,,,,,,,,
2020-07-06,32.3,,,,,,6.2,,999.2,
2020-07-07,,,,,,,,,,
2020-07-08,29.6,24.4,,5.1,,,,,,
2020-07-09,32.3,26.4,,0.0,,,,,,
2020-07-10,31.2,,,,,,8.9,,996.7,
2020-07-11,,,,,,,,,,
2020-07-12,28.8,23.2,33.4,9.9,,,8.0,,999.9,
2020-07-13,30.1,25.4,,0.0,,,,,,
2020-07-14,,,,,,,,,,
2020-07-15,,,,,,,,,,
2020-07-16,29.1,22.6,35.8,27.9,,,,,,
2020-07-17,30.0,27.0,,0.0,,,,,,
2020-07-18,32.1,27.2,,11.9,,,,,,
2020-07-19,26.1,23.9,,6.1,,,,,,
2020-07-20,29.1,25.4,,30.0,,,,,,
2020-07-21,25.5,,,0.0,,,,,,
2020-07-22,28.6,,,14.0,,,,,,
2020-07-23,29.7,23.7,,0.3,,,,,,
2020-07-24,31.0,25.4,,0.0,,,,,,
2020-07-25,29.8,24.8,,0.3,,,,,,
2020-07-26,30.7,25.7,,0.3,,,,,,
2020-07-27,31.5,27.9,,0.0,,,,,,
2020-07-28,30.9,25.5,36.8,1.0,,,8.3,,999.7,
2020-07-29,30.2,22.9,,112.0,,,9.4,,999.8,
2020-07-30,28.5,25.2,,4.1,,,7.5,,1002.6,
2020-07-31,29.5,26.4,,0.0,,,,,,
2020-08-01,27.7,22.8,32.3,23.1,,,,,,
2020-08-02,30.4,26.1,,1.0,,,,,,
2020-08-03,30.4,26.1,35.6,0.0,,,6.4,,995.0,
2020-08-04,31.7,25.8,,2.0,,,5.1,,993.7,
2020-08-05,32.4,27.0,,0.0,,,6.4,,996.2,
2020-08-06,,,,,,,,,,
2020-08-07,31.3,,,,,,7.7,,1002.4,
2020-08-08,,,,,,,,,,
2020-08-09,28.4,25.0,,45.0,,,,,,
2020-08-10,30.4,,,2.0,,,7.2,,999.3,
2020-08-11,30.6,26.0,,0.5,,,,,,
2020-08-12,30.9,,,0.0,,,,,,
2020-08-13,29.2,25.9,,17.0,,,,,,
2020-08-14,29.6,25.9,33.9,10.9,,,,,,
2020-08-15,30.3,26.9,,0.0,,,,,,
2020-08-16,,,,,,,,,,
2020-08-17,29.3,25.5,,14.0,,,,,,
2020-08-18,29.5,26.1,,3.0,,,,,,
2020-08-19,28.9,24.4,35.0,6.1,,,7.8,,997.7,
2020-08-20,27.3,,32.6,30.0,,,6.7,,1002.5,
2020-08-21,24.4,,26.0,6.1,,,,,,
2020-08-22,29.7,22.7,,7.1,,,4.5,,1003.0,
2020-08-23,30.9,25.6,,0.0,,,4.2,,1001.8,
2020-08-24,,,,,,,,,,
2020-08-25,,,,,,,,,,
2020-08-26,26.1,19.4,,55.9,,,,,,
2020-08-27,23.9,22.7,,73.9,,,,,,
2020-08-28,25.7,23.3,,59.9,,,,,,
2020-08-29,28.3,24.1,,14.0,,,,,,
2020-08-30,29.1,25.1,,0.0,,,,,,
2020-08-31,29.5,24.1,,23.1,,,8.8,,1003.8,
2020-09-01,28.0,24.6,,7.9,,,,,,
2020-09-02,30.4,26.1,,0.0,,,4.5,,1007.0,
2020-09-03,29.7,,,,,,8.0,,1008.8,
2020-09-04,27.4,,,,,,5.0,,1008.0,
2020-09-05,,,,,,,,,,
2020-09-06,29.3,,33.2,0.3,,,4.2,,1003.6,
2020-09-07,27.3,21.5,,40.9,,,,,,
2020-09-08,28.2,23.4,,0.0,,,,,,
2020-09-09,,,,,,,,,,
2020-09-10,,,,,,,,,,
2020-09-11,,,,,,,,,,
2020-09-12,,,,,,,,,,
2020-09-13,31.6,,,,,,3.2,,1005.4,
2020-09-14,31.5,,,,,,3.1,,1004.3,
2020-09-15,31.7,,,,,,3.4,,1003.5,
2020-09-16,,,,,,,,,,
2020-09-17,31.7,,,,,,4.0,,1002.6,
2020-09-18,,,,,,,,,,
2020-09-19,,,,,,,,,,
2020-09-20,31.1,,,,,,4.0,,1002.0,
2020-09-21,30.6,,,,,,4.2,,1000.9,
2020-09-22,,,,,,,,,,
2020-09-23,,,,,,,,,,
2020-09-24,30.8,,,,,,3.7,,1003.1,
2020-09-25,30.0,,,,,,5.2,,1002.5,
2020-09-26,,,,,,,,,,
2020-09-27,28.0,,,,,,4.8,,1005.8,
2020-09-28,27.8,,,,,,3.8,,1007.3,
2020-09-29,,,,,,,,,,
2020-09-30,,,,,,,,,,
2020-10-01,,,,,,,,,,
2020-10-02,27.6,,,,,,5.3,,1005.4,
2020-10-03,,,,,,,,,,
2020-10-04,,,,,,,,,,
2020-10-05,26.9,,,,,,4.5,,1007.2,
2020-10-06,,,,,,,,,,
2020-10-07,,,,,,,,,,
2020-10-08,,,,,,,,,,
2020-10-09,,,,,,,,,,
2020-10-10,27.1,,,,,,4.3,,1008.8,
2020-10-11,27.0,,,,,,4.2,,1006.7,
2020-10-12,,,,,,,,,,
2020-10-13,,,,,,,,,,
2020-10-14,,,,,,,,,,
2020-10-15,,,,,,,,,,
2020-10-16,,,,,,,,,,
2020-10-17,,,,,,,,,,
2020-10-18,,,,,,,,,,
2020-10-19,,,,,,,,,,
2020-10-20,,,,,,,,,,
2020-10-21,,,,,,,,,,
2020-10-22,,,,,,,,,,
2020-10-23,,,,,,,,,,
2020-10-24,,,,,,,,,,
2020-10-25,,,,,,,,,,
2020-10-26,,,,,,,,,,
2020-10-27,,,,,,,,,,
2020-10-28,,,,,,,,,,
2020-10-29,,,,,,,,,,
2020-10-30,,,,,,,,,,
2020-10-31,,,,,,,,,,
2020-11-01,,,,,,,,,,
2020-11-02,,,,,,,,,,
2020-11-03,,,,,,,,,,
2020-11-04,,,,,,,,,,
2020-11-05,,,,,,,,,,
2020-11-06,,,,,,,,,,
2020-11-07,,,,,,,,,,
2020-11-08,,,,,,,,,,
2020-11-09,,,,,,,,,,
2020-11-10,,,,,,,,,,
2020-11-11,,,,,,,,,,
2020-11-12,,,,,,,,,,
2020-11-13,,,,,,,,,,
2020-11-14,,,,,,,,,,
2020-11-15,16.0,,,0.0,,,,,,
2020-11-16,14.9,,,26.9,,,,,,
2020-11-17,16.3,10.4,,2.0,,,,,,
2020-11-18,15.3,9.7,23.7,0.0,,,,,,
2020-11-19,,,,,,,,,,
2020-11-20,,,,,,,,,,
2020-11-21,,,,,,,,,,
2020-11-22,,,,,,,,,,
2020-11-23,,,,,,,,,,
2020-11-24,17.2,13.9,,0.0,,,,,,
2020-11-25,14.7,,,0.8,,,,,,
2020-11-26,14.9,9.7,,4.1,,,,,,
2020-11-27,15.5,8.8,,0.0,,,,,,
2020-11-28,,,,,,,,,,
2020-11-29,,,,,,,,,,
2020-11-30,,,,,,,,,,
2020-12-01,,,,,,,,,,
2020-12-02,,,,,,,,,,
2020-12-03,,,,,,,,,,
2020-12-04,,,,,,,,,,
2020-12-05,,,,,,,,,,
2020-12-06,,,,,,,,,,
2020-12-07,,,,,,,,,,
2020-12-08,,,,,,,,,,
2020-12-09,,,,,,,,,,
2020-12-10,,,,,,,,,,
2020-12-11,,,,,,,,,,
2020-12-12,14.4,11.1,,27.9,,,,,,
2020-12-13,12.9,9.9,,0.0,,,,,,
2020-12-14,,,,,,,,,,
2020-12-15,,,,,,,,,,
2020-12-16,,,,,,,,,,
2020-12-17,,,,,,,,,,
2020-12-18,,,,,,,,,,
2020-12-19,,,,,,,,,,
2020-12-20,,,,,,,,,,
2020-12-21,,,,,,,,,,
2020-12-22,,,,,,,,,,
2020-12-23,,,,,,,,,,
2020-12-24,,,,,,,,,,
2020-12-25,,,,,,,,,,
2020-12-26,,,,,,,,,,
2020-12-27,,,,,,,,,,
2020-12-28,,,,,,,,,,
2020-12-29,,,,,,,,,,
2020-12-30,,,,,,,,,,
2020-12-31,,,,,,,,,,
2021-01-01,,,,,,,,,,
2021-01-02,11.2,4.6,19.0,0.9,,,3.5,,1018.1,
2021-01-03,14.3,11.9,17.6,11.9,,,7.9,,1016.1,
2021-01-04,16.2,12.4,20.4,17.0,,,9.2,,1017.6,
2021-01-05,14.3,12.1,16.8,32.0,,,8.0,,1016.2,
2021-01-06,14.1,10.8,17.9,16.3,,,10.2,,1016.7,
2021-01-07,12.7,8.1,18.0,0.0,,,3.7,,1015.5,
2021-01-08,12.4,8.3,17.2,0.1,,,5.1,,1015.3,
2021-01-09,11.7,7.2,17.2,0.0,,,3.5,,1017.1,
2021-01-10,12.1,5.9,17.3,0.0,,,3.6,,1016.3,
2021-01-11,10.4,6.6,15.2,0.0,,,3.4,,1016.7,
2021-01-12,9.1,5.5,14.2,0.0,,,4.0,,1017.0,
2021-01-13,8.6,3.7,14.2,0.0,,,4.7,,1015.9,
2021-01-14,9.4,3.7,15.2,0.0,,,3.7,,1016.7,
2021-01-15,9.5,4.8,14.8,0.0,,,2.7,,1015.5,
